,County,Precinct,Registered Voters
767,DeKalb,Columbia Elem,1794
768,DeKalb,Cedar Grove Elem,4097
769,DeKalb,Chamblee,2231
770,DeKalb,Candler-Murphey Candler Elem,3712
771,DeKalb,Chapel Hill Elem,3349
772,DeKalb,Chesnut Elem,2363
773,DeKalb,Clairemont West,3264
774,DeKalb,Clairmont Road,3223
775,DeKalb,Clarkston,3878
776,DeKalb,Clifton,1731
777,DeKalb,Columbia Middle,2178
778,DeKalb,Coan Recreation Center,4230
779,DeKalb,Cross Keys High,2260
780,DeKalb,Crossroads,2898
781,DeKalb,Candler,3537
782,DeKalb,Cedar Grove Middle,1896
783,DeKalb,Cedar Grove South,3962
784,DeKalb,Covington Hwy,995
785,DeKalb,Covington,2376
786,DeKalb,Clairemont East,3226
787,DeKalb,Coralwood,3153
788,DeKalb,Candler Park,4018
789,DeKalb,Clarkston Community Center,2495
790,DeKalb,Chamblee 2,3137
791,DeKalb,Doraville North,3065
792,DeKalb,Doraville South,1255
793,DeKalb,Dresden Elem,5141
794,DeKalb,Decatur,1937
795,DeKalb,Dunaire Elem,2268
796,DeKalb,Dunwoody,3003
797,DeKalb,Dunwoody 2,2044
798,DeKalb,Druid Hills High,2725
799,DeKalb,Dunwoody Library,2570
800,DeKalb,East Lake,4139
801,DeKalb,Embry Hills,1721
802,DeKalb,Evansdale Elem,3441
803,DeKalb,Emory South,3241
804,DeKalb,Emory Road,2290
805,DeKalb,Fairington Elem,5455
806,DeKalb,Fernbank Elem,2125
807,DeKalb,Flat Shoals Elem,2409
808,DeKalb,Flat Shoals Parkway,3449
809,DeKalb,Flat Rock Elem,3142
810,DeKalb,Flat Shoals,2649
811,DeKalb,Flakes Mill Fire Station,2103
812,DeKalb,Flat Shoals Library,2788
813,DeKalb,Freedom Middle,3227
814,DeKalb,Glennwood,2715
815,DeKalb,Glenhaven,1880
816,DeKalb,Gresham Road,3601
817,DeKalb,Georgetown Sq,4155
818,DeKalb,Glenwood Road,2293
819,DeKalb,Hambrick Elem,3776
820,DeKalb,Hawthorne Elem,3884
821,DeKalb,Henderson Mill,3104
822,DeKalb,Huntley Hills Elem,3508
823,DeKalb,Hugh Howell,1773
824,DeKalb,Harris-Narvie J Harris Elem,4031
825,DeKalb,Harris-Margaret Harris ED,1462
826,DeKalb,Idlewood Elem,2472
827,DeKalb,Indian Creek,2318
828,DeKalb,Johnson Estates,1600
829,DeKalb,Jolly Elem,3679
830,DeKalb,Kelley Lake Elem,3015
831,DeKalb,Kingsley Elem,2490
832,DeKalb,Kelley Chapel Road,1337
833,DeKalb,Knollwood,2546
834,DeKalb,Kittredge Elem,2161
835,DeKalb,Lakeside High,3216
836,DeKalb,Lavista Road,2223
837,DeKalb,Lavista,3223
838,DeKalb,Lithonia,1730
839,DeKalb,Lin-Mary Lin Elem,3009
840,DeKalb,Lithonia High,3610
841,DeKalb,Livsey Elem,1350
842,DeKalb,Miller-Eldridge L Miller Elem,3455
843,DeKalb,McNair High,4160
844,DeKalb,Marbut Elem,4234
845,DeKalb,McNair,2794
846,DeKalb,McLendon,3607
847,DeKalb,McWilliams,2517
848,DeKalb,Medlock,2208
849,DeKalb,Midvale Elem,2747
850,DeKalb,Miller Grove,4747
851,DeKalb,Montclair Elem,2194
852,DeKalb,Montreal,2586
853,DeKalb,Meadowview,3511
854,DeKalb,Memorial South,3138
855,DeKalb,Midway,3139
856,DeKalb,McNair Academy,1900
857,DeKalb,Mount Vernon East,2651
858,DeKalb,Mathis-Bob Mathis Elem,2789
859,DeKalb,Mount Vernon West,2303
860,DeKalb,Metropolitan,3405
861,DeKalb,Montgomery Elem,2446
862,DeKalb,Miller Grove Road,2151
863,DeKalb,Midvale Road,1832
864,DeKalb,Miller Grove High,3470
865,DeKalb,North Decatur,2166
866,DeKalb,North Hairston,2329
867,DeKalb,Northlake,1509
868,DeKalb,North Peachtree,1916
869,DeKalb,Oak Grove Elem,2253
870,DeKalb,Oakcliff Elem,2125
871,DeKalb,Oakhurst,2398
872,DeKalb,Oak View Elem,5011
873,DeKalb,Peachcrest,2458
874,DeKalb,Peachtree Middle,3502
875,DeKalb,Princeton Elem,2376
876,DeKalb,Pine Lake,632
877,DeKalb,Pleasantdale Road,4538
878,DeKalb,Ponce de Leon,3766
879,DeKalb,Panola,1586
880,DeKalb,Panola Way Elem,2252
881,DeKalb,Piney Grove,2018
882,DeKalb,Panola Road,2884
883,DeKalb,Rainbow Elem,3768
884,DeKalb,Redan Elem,3020
885,DeKalb,Rehoboth,1813
886,DeKalb,Rockbridge Elem,3595
887,DeKalb,Rock Chapel Elem,2910
888,DeKalb,Rowland Elem,3765
889,DeKalb,Redan-Trotti Library,3990
890,DeKalb,Rockbridge Road,3965
891,DeKalb,Rowland Road,2080
892,DeKalb,Redan Road,2932
893,DeKalb,Rock Chapel Road,4178
894,DeKalb,Redan Middle,2496
895,DeKalb,Sagamore Hills Elem,2925
896,DeKalb,Scott,2805
897,DeKalb,Shaw-Robert Shaw Elem,2892
898,DeKalb,Stone Mountain Elem,2338
899,DeKalb,Silver Lake,4979
900,DeKalb,Skyland,2100
901,DeKalb,Snapfinger Elem,1894
902,DeKalb,Smoke Rise,2108
903,DeKalb,Stone Mtn Middle,3247
904,DeKalb,Stone Mill Elem,3714
905,DeKalb,Shadow Rock Elem,4347
906,DeKalb,Stoneview Elem,1988
907,DeKalb,Salem Middle,3519
908,DeKalb,Shamrock,1600
909,DeKalb,South Deshon,3470
910,DeKalb,Stone Mtn Champion,3098
911,DeKalb,Stone Mtn,1711
912,DeKalb,Snapfinger Road N,2705
913,DeKalb,Snapfinger Road S,1960
914,DeKalb,Stephenson Middle,3822
915,DeKalb,South Hairston,3814
916,DeKalb,Stephenson High,3555
917,DeKalb,Stonecrest Library,3720
918,DeKalb,Snapfinger Road,4872
919,DeKalb,Terry Mill,2808
920,DeKalb,Toney Elem,1729
921,DeKalb,Tucker Library,3506
922,DeKalb,Tilly Mill Road,1552
923,DeKalb,Tucker,2932
924,DeKalb,Valley Brook,1037
925,DeKalb,Wadsworth,3159
926,DeKalb,Wesley Chapel Library,2922
927,DeKalb,Woodrow Road,3493
928,DeKalb,Winnona Park,2020
929,DeKalb,Woodridge Elem,3851
930,DeKalb,Warren Tech,1364
931,DeKalb,Woodward,3193
932,DeKalb,White Oak,2951
933,DeKalb,Winters Chapel,1434
934,DeKalb,Wynbrooke Elem,3496
935,DeKalb,Young Road,1951
936,Decatur,Mt Pleasant,564
937,Decatur,Recovery,678
938,Decatur,Kendrick,566
939,Decatur,Climax,975
940,Decatur,Brinson,836
941,Decatur,West Bainbridge,2238
942,Decatur,Bainbridge-Coliseum,5641
943,Decatur,BDGE-Fairgrounds,3308
944,Decatur,Attapulgus,1812
945,Dodge,Chauncey,412
946,Dodge,Clark,111
947,Dodge,Eddin,1037
948,Dodge,Empire,456
949,Dodge,Jaybird,212
950,Dodge,Jones,436
951,Dodge,Lee,4816
952,Dodge,McCranie,293
953,Dodge,Milan,332
954,Dodge,Mitchell,333
955,Dodge,Mullis,505
956,Dodge,Plainfield,454
957,Dodge,Pondtown,689
958,Dodge,Rawlins,923
959,Dodge,Vilula,170
960,Dodge,Yonker,260
961,Dooly,Lilly,536
962,Dooly,Byromville,609
963,Dooly,Unadilla,1634
964,Dooly,Vienna,2696
965,Dooly,Pinehurst,474
966,Dougherty,Palmyra Methodist,2761
967,Dougherty,Sherwood Elementary,3205
968,Dougherty,Covenant Church,2334
969,Dougherty,Greenbriar Church,3885
970,Dougherty,Westover High School,3394
971,Dougherty,Merry Acres Middle,2432
972,Dougherty,Darton College,4289
973,Dougherty,Westtown Elementary,3265
974,Dougherty,2nd Mt Zion Church,1465
975,Dougherty,Mt Zion Center,3638
976,Dougherty,Alice Coachman Elementary,750
977,Dougherty,Carver Teen Center,1667
978,Dougherty,Shiloh Baptist Church,1510
979,Dougherty,Litman Cathedral,1486
980,Dougherty,Phoebe Healthworks,1574
981,Dougherty,Turner Elementary,1205
982,Dougherty,Jackson Heights Elementary,2549
983,Dougherty,Bill Miller Center,2404
984,Dougherty,Radium Middle School,693
985,Dougherty,Putney 1st Baptist Church,2819
986,Dougherty,International Studies,1042
987,Dougherty,Phoebe East,2965
988,Dougherty,Pine Bluff Baptist Church,2221
989,Dougherty,Albany Middle School,1963
990,Dougherty,Christ Church,1879
991,Dougherty,Lamar Reese Elementary,1098
992,Dougherty,1st Christian Church,1505
993,Dougherty,Lovett Hall,1174
994,Douglas,Mirror Lake Elementary,6745
995,Douglas,Winston,1911
996,Douglas,Dog River Library,4915
997,Douglas,Atlanta West Pentecostal,4076
998,Douglas,Ephesus Baptist Church,3930
999,Douglas,Prays Mill Gym,5459
1000,Douglas,Turner,3847
1001,Douglas,First Baptist Lithia Springs,1966
1002,Douglas,Lithia Springs High School,6033
1003,Douglas,Deer Lick,3042
1004,Douglas,Golden Methodist Church,5634
1005,Douglas,Old Courthouse,5675
1006,Douglas,Beulah Baptist Church,3500
1007,Douglas,Stewart,3208
1008,Douglas,Arbor Station,2990
1009,Douglas,Bright Star,2703
1010,Douglas,Dorsett Shoals,3901
1011,Douglas,Chapel Hill,4016
1012,Douglas,Church At Chapel Hill,6353
1013,Douglas,Chestnut Log,5177
1014,Douglas,St Julians Episcopal,2253
1015,Douglas,Lutheran Church-GS,4149
1016,Douglas,First Baptist Douglasville,2478
1017,Douglas,Factory Shoals,4359
1018,Douglas,Boundary Waters,4220
1019,Early,Arlington,911
1020,Early,Blakely,3445
1021,Early,Cedar Springs,1114
1022,Early,Cuba,1180
1023,Early,Urquhart,670
1024,Echols,Statenville,2156
1025,Effingham,1A,1965
1026,Effingham,1B,3005
1027,Effingham,1C,1446
1028,Effingham,1D,2031
1029,Effingham,2A,3038
1030,Effingham,2B,3010
1031,Effingham,2C,4621
1032,Effingham,3A,1398
1033,Effingham,3B,1553
1034,Effingham,3C,2060
1035,Effingham,3D,3125
1036,Effingham,4A,3726
1037,Effingham,4B,1888
1038,Effingham,4C,2837
1039,Effingham,5A,2924
1040,Effingham,5B,3962
1041,Effingham,5C,1684
1042,Elbert,Elberton,3798
1043,Elbert,Longstreet,622
1044,Elbert,Eliam,748
1045,Elbert,Petersburg,377
1046,Elbert,Wyche,1095
1047,Elbert,Moss-Ruckersville,468
1048,Elbert,Pike,1596
1049,Elbert,Gaines,570
1050,Elbert,Goshen,1612
1051,Elbert,Webbsboro,408
1052,Elbert,Centerville,1011
1053,Emanuel,Oak Park,686
1054,Emanuel,Cross-Green,241
1055,Emanuel,Swainsboro,6988
1056,Emanuel,Summertown,504
1057,Emanuel,Stillmore,608
1058,Emanuel,Blundale,756
1059,Emanuel,Canoochee,681
1060,Emanuel,Garfield,489
1061,Emanuel,Nunez,384
1062,Emanuel,Twin City,1551
1063,Emanuel,Adrian,827
1064,Evans,Veterans Community Center,6135
1065,Fannin,Colwell,1105
1066,Fannin,Fairplay,1262
1067,Fannin,Flinthill,3202
1068,Fannin,Hemptown,1336
1069,Fannin,Hothouse,1290
1070,Fannin,Mineral Bluff,1817
1071,Fannin,Mobile,1160
1072,Fannin,Morganton,2067
1073,Fannin,Noontootla,839
1074,Fannin,Skeniah,331
1075,Fannin,Sugar Creek,2437
1076,Fannin,Toccoa,3553
1077,Fayette,Blackrock,2699
1078,Fayette,Brooks,2567
1079,Fayette,Europe,3310
1080,Fayette,Fayetteville East,2147
1081,Fayette,Fayetteville West,2362
1082,Fayette,Flint,1732
1083,Fayette,Hopeful,2309
1084,Fayette,Morning Creek,3059
1085,Fayette,Rareover,3045
1086,Fayette,Sandy Creek,4848
1087,Fayette,Shakerag East,1689
1088,Fayette,Shakerag West,1236
1089,Fayette,Starrsmill,3572
1090,Fayette,Whitewater,3564
1091,Fayette,Woolsey,2542
1092,Fayette,McIntosh,3323
1093,Fayette,Oak Grove,1344
1094,Fayette,Kedron,4862
1095,Fayette,Aberdeen,1805
1096,Fayette,Windgate,1011
1097,Fayette,Flat Creek,2117
1098,Fayette,Braelinn,1876
1099,Fayette,Kenwood,1014
1100,Fayette,Banks,1624
1101,Fayette,Harps Crossing,1646
1102,Fayette,Willow Pond,3100
1103,Fayette,Dogwood,3092
1104,Fayette,Oak Ridge,2225
1105,Fayette,Jeff Davis,2876
1106,Fayette,Murphy,3224
1107,Fayette,Fielding Ridge,3497
1108,Fayette,Willowbend,2007
1109,Fayette,Camp Creek,1895
1110,Fayette,Rising Star,3833
1111,Fayette,Spring Hill,3299
1112,Fayette,Antioch,1956
1113,Floyd,Alto Park,3360
1114,Floyd,Armuchee,1269
1115,Floyd,Barkers,2355
1116,Floyd,Cave Spring,1617
1117,Floyd,Chulio,1155
1118,Floyd,Etowah,4946
1119,Floyd,Everett Springs,421
1120,Floyd,Floyd Springs,1666
1121,Floyd,Fosters Mill,971
1122,Floyd,Garden Lakes,2261
1123,Floyd,Glenwood,3635
1124,Floyd,Howell,1492
1125,Floyd,East Lindale,3398
1126,Floyd,Mt Alto North,5096
1127,Floyd,Mt Alto South,3923
1128,Floyd,North Carolina,1865
1129,Floyd,Riverside,826
1130,Floyd,East Rome,4238
1131,Floyd,North Rome,3369
1132,Floyd,South Rome,1600
1133,Floyd,Texas Valley,762
1134,Floyd,Vanns Valley,896
1135,Floyd,Watters,3566
1136,Floyd,West Lindale,2929
1137,Floyd,Town Rome,3034
1138,Forsyth,01 Big Creek,11222
1139,Forsyth,02 Brandywine,4500
1140,Forsyth,03 Browns Bridge,10740
1141,Forsyth,04 Chestatee,6776
1142,Forsyth,05 Coal Mountain,7852
1143,Forsyth,06 Crossroads,7061
1144,Forsyth,07 Cumming,6281
1145,Forsyth,08 Mashburn,8296
1146,Forsyth,10 Midway,11631
1147,Forsyth,15 Heardsville,8091
1148,Forsyth,16 Otwell,6333
1149,Forsyth,19 Old Atlanta,3739
1150,Forsyth,21 South Forsyth,8318
1151,Forsyth,25 Windermere,9714
1152,Forsyth,27 Concord,9858
1153,Forsyth,29 Polo,11222
1154,Forsyth,34 Fowler,4965
1155,Forsyth,35 Johns Creek,8444
1156,Forsyth,36 Nichols,6989
1157,Forsyth,37 Sawnee,11952
1158,Franklin,Carnesville,2382
1159,Franklin,West Franklin,1764
1160,Franklin,Northeast Franklin,2935
1161,Franklin,Lavonia,2355
1162,Franklin,Canon,1244
1163,Franklin,Royston,2034
1164,Franklin,Southwest Franklin,2432
1165,Fulton,01A,3694
1166,Fulton,01B,4327
1167,Fulton,01C,1908
1168,Fulton,01D,754
1169,Fulton,01E,3720
1170,Fulton,01F,1593
1171,Fulton,01G,2312
1172,Fulton,01H,896
1173,Fulton,01I,1
1174,Fulton,01J,2848
1175,Fulton,01P,1444
1176,Fulton,01R,1550
1177,Fulton,01S,2118
1178,Fulton,01T,1799
1179,Fulton,02A,4884
1180,Fulton,02A1,733
1181,Fulton,02B,4020
1182,Fulton,02C,2034
1183,Fulton,02D,5539
1184,Fulton,02E,2009
1185,Fulton,02F1,3221
1186,Fulton,02F2,851
1187,Fulton,02G,3895
1188,Fulton,02J,2273
1189,Fulton,02K,1461
1190,Fulton,02L1,5546
1191,Fulton,02L1A,1477
1192,Fulton,02L2,2249
1193,Fulton,02S,790
1194,Fulton,02W,978
1195,Fulton,03A,2230
1196,Fulton,03B,777
1197,Fulton,03C,1879
1198,Fulton,03D,1235
1199,Fulton,03E,2894
1200,Fulton,03F,2328
1201,Fulton,03G,1033
1202,Fulton,03H,1091
1203,Fulton,03I,1607
1204,Fulton,03L,748
1205,Fulton,03M,965
1206,Fulton,03N,2804
1207,Fulton,03P1A,4404
1208,Fulton,03P2,23
1209,Fulton,03S,908
1210,Fulton,03T,1742
1211,Fulton,04A,1554
1212,Fulton,04B,2948
1213,Fulton,04C,150
1214,Fulton,04D,1736
1215,Fulton,04F,2786
1216,Fulton,04G,1025
1217,Fulton,04I,4604
1218,Fulton,04J,1617
1219,Fulton,04K,2736
1220,Fulton,04L,2014
1221,Fulton,04M,979
1222,Fulton,04S,2541
1223,Fulton,04T,1297
1224,Fulton,04V,3573
1225,Fulton,04W,3365
1226,Fulton,04X1,2283
1227,Fulton,04X2,846
1228,Fulton,05A1,2936
1229,Fulton,05A2,3343
1230,Fulton,05B,2171
1231,Fulton,05C,135
1232,Fulton,05D,541
1233,Fulton,05F,248
1234,Fulton,05J,684
1235,Fulton,05K,2826
1236,Fulton,06B,1889
1237,Fulton,06D,6160
1238,Fulton,06D1,2539
1239,Fulton,06D2,850
1240,Fulton,06E,2344
1241,Fulton,06F,2841
1242,Fulton,06G,588
1243,Fulton,06I,4072
1244,Fulton,06J,2770
1245,Fulton,06L1,991
1246,Fulton,06L2,726
1247,Fulton,06N,1770
1248,Fulton,06Q,571
1249,Fulton,06R,2015
1250,Fulton,07A,7691
1251,Fulton,07B,2952
1252,Fulton,07C,4512
1253,Fulton,07D,4879
1254,Fulton,07E,2247
1255,Fulton,07F,3790
1256,Fulton,07H,2060
1257,Fulton,07J,3041
1258,Fulton,07M,2401
1259,Fulton,07N,2139
1260,Fulton,08A,3084
1261,Fulton,08B,3498
1262,Fulton,08C,1500
1263,Fulton,08D,1073
1264,Fulton,08E,2568
1265,Fulton,08F1,2187
1266,Fulton,08G,3086
1267,Fulton,08H,2556
1268,Fulton,08J,3344
1269,Fulton,08K,1049
1270,Fulton,08L,4505
1271,Fulton,08M,2295
1272,Fulton,08N1,824
1273,Fulton,08N2,1616
1274,Fulton,08P,1887
1275,Fulton,09A,3856
1276,Fulton,09B,464
1277,Fulton,09C,3353
1278,Fulton,09D,2299
1279,Fulton,09E,3261
1280,Fulton,09F,3917
1281,Fulton,09G,3943
1282,Fulton,09H,1185
1283,Fulton,09I,1397
1284,Fulton,09K,4002
1285,Fulton,09K1,1518
1286,Fulton,09M,2578
1287,Fulton,10A,3186
1288,Fulton,10B,3965
1289,Fulton,10C,2598
1290,Fulton,10D,4968
1291,Fulton,10E,1084
1292,Fulton,10F,1208
1293,Fulton,10G,1332
1294,Fulton,10H1,439
1295,Fulton,10H2,2623
1296,Fulton,10I,331
1297,Fulton,10J,1238
1298,Fulton,10K,1614
1299,Fulton,10M,2880
1300,Fulton,10P,1607
1301,Fulton,10R,928
1302,Fulton,11B,4395
1303,Fulton,11B1,894
1304,Fulton,11C,3149
1305,Fulton,11E1,1340
1306,Fulton,11E2,1003
1307,Fulton,11E3,3605
1308,Fulton,11G,2556
1309,Fulton,11H,753
1310,Fulton,11J,2092
1311,Fulton,11K,2045
1312,Fulton,11M,1380
1313,Fulton,11M1,2190
1314,Fulton,11N,2431
1315,Fulton,11P,2095
1316,Fulton,11R,2253
1317,Fulton,12A,4971
1318,Fulton,12A1,690
1319,Fulton,12D,1408
1320,Fulton,12E1,1906
1321,Fulton,12F,1229
1322,Fulton,12G,885
1323,Fulton,12H1,1170
1324,Fulton,12H2,2998
1325,Fulton,12I,1079
1326,Fulton,12J,3154
1327,Fulton,12K,3620
1328,Fulton,12L,774
1329,Fulton,12M,2990
1330,Fulton,12N,1134
1331,Fulton,12S,2079
1332,Fulton,AP01A,5236
1333,Fulton,AP01B,1281
1334,Fulton,AP01C,2409
1335,Fulton,AP01D,1015
1336,Fulton,AP021,3408
1337,Fulton,AP022,2507
1338,Fulton,AP02B,677
1339,Fulton,AP03,775
1340,Fulton,AP04A,1760
1341,Fulton,AP04B,473
1342,Fulton,AP05,4776
1343,Fulton,AP06,1967
1344,Fulton,AP07A,3910
1345,Fulton,AP07B,1882
1346,Fulton,AP09A,4437
1347,Fulton,AP09B,925
1348,Fulton,AP10,992
1349,Fulton,AP12A,746
1350,Fulton,AP12B,947
1351,Fulton,AP12C,2367
1352,Fulton,AP14,3232
1353,Fulton,CH01,376
1354,Fulton,CH02,338
1355,Fulton,CH03,410
1356,Fulton,CH04A,825
1357,Fulton,CH05,429
1358,Fulton,CP011,1353
1359,Fulton,CP012,1469
1360,Fulton,CP01B,422
1361,Fulton,CP02,1208
1362,Fulton,CP04A,13
1363,Fulton,CP04B,38
1364,Fulton,CP051,1756
1365,Fulton,CP05B,153
1366,Fulton,CP06A,732
1367,Fulton,CP07B,7
1368,Fulton,CP07C,323
1369,Fulton,CP07D,790
1370,Fulton,CP07E,127
1371,Fulton,CP07F,266
1372,Fulton,CP081,373
1373,Fulton,CP083,240
1374,Fulton,CP084,1
1375,Fulton,CP08A,756
1376,Fulton,EP01A,2978
1377,Fulton,EP01B,3473
1378,Fulton,EP02A,2407
1379,Fulton,EP02B,1679
1380,Fulton,EP02C,522
1381,Fulton,EP02D,420
1382,Fulton,EP02E,1668
1383,Fulton,EP03A,4925
1384,Fulton,EP03B,1547
1385,Fulton,EP04A,5020
1386,Fulton,EP04B,2624
1387,Fulton,EP04C,1318
1388,Fulton,FA01A,4032
1389,Fulton,FA01B,5860
1390,Fulton,FA01C,769
1391,Fulton,FA01D,321
1392,Fulton,FC01,325
1393,Fulton,FC02,585
1394,Fulton,FC03,17
1395,Fulton,HP01,3824
1396,Fulton,JC01,4128
1397,Fulton,JC01A,1738
1398,Fulton,JC02,3001
1399,Fulton,JC03A,594
1400,Fulton,JC03B,1616
1401,Fulton,JC04A,3177
1402,Fulton,JC04B,334
1403,Fulton,JC04C,1251
1404,Fulton,JC05,2350
1405,Fulton,JC06,2840
1406,Fulton,JC07,4670
1407,Fulton,JC08,2931
1408,Fulton,JC09,3250
1409,Fulton,JC10,2641
1410,Fulton,JC11,3497
1411,Fulton,JC12,2832
1412,Fulton,JC13A,2317
1413,Fulton,JC13B,282
1414,Fulton,JC14,2608
1415,Fulton,JC15,959
1416,Fulton,JC16,2707
1417,Fulton,JC18,2857
1418,Fulton,JC19,4174
1419,Fulton,ML01A,2795
1420,Fulton,ML01B,708
1421,Fulton,ML02A,2580
1422,Fulton,ML02B,1914
1423,Fulton,ML03,3718
1424,Fulton,ML03A,301
1425,Fulton,ML04,3322
1426,Fulton,ML05,4843
1427,Fulton,ML06A,2181
1428,Fulton,ML06B,3119
1429,Fulton,ML07A,836
1430,Fulton,ML07B,1675
1431,Fulton,MP01,472
1432,Fulton,PA01,3006
1433,Fulton,RW01,5010
1434,Fulton,RW02,4061
1435,Fulton,RW03,5041
1436,Fulton,RW04,1861
1437,Fulton,RW05,2910
1438,Fulton,RW06,3071
1439,Fulton,RW07A,1773
1440,Fulton,RW07B,449
1441,Fulton,RW08,2429
1442,Fulton,RW09,4450
1443,Fulton,RW09A,1892
1444,Fulton,RW10,3653
1445,Fulton,RW11A,2865
1446,Fulton,RW12,3899
1447,Fulton,RW12A,2458
1448,Fulton,RW13,3764
1449,Fulton,RW16,2101
1450,Fulton,RW17,3100
1451,Fulton,RW19,2147
1452,Fulton,RW20,2701
1453,Fulton,RW21,3362
1454,Fulton,RW22A,4788
1455,Fulton,SC01A,41
1456,Fulton,SC01B,2088
1457,Fulton,SC01C,2249
1458,Fulton,SC02,1426
1459,Fulton,SC04,1080
1460,Fulton,SC05A,721
1461,Fulton,SC05B,3646
1462,Fulton,SC05D,2808
1463,Fulton,SC05E,688
1464,Fulton,SC07A,4506
1465,Fulton,SC07C,41
1466,Fulton,SC07D,2038
1467,Fulton,SC08B,4096
1468,Fulton,SC08C,91
1469,Fulton,SC08D,605
1470,Fulton,SC08E,724
1471,Fulton,SC08F,793
1472,Fulton,SC08G,14
1473,Fulton,SC08H,1
1474,Fulton,SC09A,1865
1475,Fulton,SC09B,1920
1476,Fulton,SC09C,1852
1477,Fulton,SC10,1912
1478,Fulton,SC11A,1656
1479,Fulton,SC11B,1691
1480,Fulton,SC13,2895
1481,Fulton,SC14A,1030
1482,Fulton,SC15,4522
1483,Fulton,SC15A,2482
1484,Fulton,SC16A,5175
1485,Fulton,SC17A,60
1486,Fulton,SC17B,10
1487,Fulton,SC17C,1293
1488,Fulton,SC18A,570
1489,Fulton,SC18B,915
1490,Fulton,SC18C,2100
1491,Fulton,SC19A,213
1492,Fulton,SC19B,1628
1493,Fulton,SC20,2562
1494,Fulton,SC211,1828
1495,Fulton,SC212,4244
1496,Fulton,SC23A,3854
1497,Fulton,SC23B,557
1498,Fulton,SC23C,2606
1499,Fulton,SC27,2361
1500,Fulton,SC29A,3154
1501,Fulton,SC30A,157
1502,Fulton,SC30B,1110
1503,Fulton,SS01,4846
1504,Fulton,SS02A,1206
1505,Fulton,SS02B,1318
1506,Fulton,SS03,1577
1507,Fulton,SS04,3763
1508,Fulton,SS05,1853
1509,Fulton,SS06,1667
1510,Fulton,SS07A,1254
1511,Fulton,SS07B,793
1512,Fulton,SS07C,809
1513,Fulton,SS08A,1891
1514,Fulton,SS08B,696
1515,Fulton,SS08C,716
1516,Fulton,SS08D,1555
1517,Fulton,SS09A,3193
1518,Fulton,SS09B,3611
1519,Fulton,SS11A,4026
1520,Fulton,SS11B,1412
1521,Fulton,SS11C,361
1522,Fulton,SS11D,397
1523,Fulton,SS12,2897
1524,Fulton,SS13A,2103
1525,Fulton,SS13B,1278
1526,Fulton,SS14,1412
1527,Fulton,SS15A,2756
1528,Fulton,SS15B,1730
1529,Fulton,SS16,2116
1530,Fulton,SS17,3686
1531,Fulton,SS18A,657
1532,Fulton,SS18B,241
1533,Fulton,SS19A,3299
1534,Fulton,SS19B,2342
1535,Fulton,SS20,2404
1536,Fulton,SS22,2834
1537,Fulton,SS26,3824
1538,Fulton,SS29A,2842
1539,Fulton,SS31,1703
1540,Fulton,UC01A,4234
1541,Fulton,UC01B,428
1542,Fulton,UC01D,6
1543,Fulton,UC01E,512
1544,Fulton,UC02A,5609
1545,Fulton,UC02B,32
1546,Fulton,UC02C,3614
1547,Fulton,UC031,2745
1548,Fulton,UC032,393
1549,Gilmer,Ellijay South,3172
1550,Gilmer,Cartecay,1598
1551,Gilmer,Tails Creek,1782
1552,Gilmer,Town Creek,1234
1553,Gilmer,Leaches,2939
1554,Gilmer,Cherry Log,926
1555,Gilmer,Boardtown,1391
1556,Gilmer,Mountaintown,1139
1557,Gilmer,East Ellijay,1655
1558,Gilmer,Ellijay North,1810
1559,Gilmer,Yukon,1288
1560,Gilmer,Big Creek,1479
1561,Gilmer,Ellijay Northeast,1851
1562,Glascock,Edgehill,136
1563,Glascock,Gibson,677
1564,Glascock,Mill,778
1565,Glascock,Mitchell,448
1566,Glynn,Sterling Elementary,4578
1567,Glynn,Brookman,3460
1568,Glynn,Satilla Marshes,2824
1569,Glynn,Blythe Island Baptist,2529
1570,Glynn,Christian Renewal,3699
1571,Glynn,Hampton River,2823
1572,Glynn,St William Catholic Church,4333
1573,Glynn,First Baptist,4316
1574,Glynn,Jekyll Island,774
1575,Glynn,Sterling Church of God,3925
1576,Glynn,SE Baptist Bldg,2109
1577,Glynn,Career Academy,2960
1578,Glynn,C B Greer School,3288
1579,Glynn,Ballard,3286
1580,Glynn,Northside Baptist,3313
1581,Glynn,The Chapel,2971
1582,Glynn,College Place UMC,2367
1583,Glynn,Howard Coffin Park,3320
1584,Glynn,Urbana-Perry Parks,3638
1585,Glynn,Selden Park,1439
1586,Gordon,Sugar Valley,1471
1587,Gordon,Plainville,2044
1588,Gordon,Sonoraville,5380
1589,Gordon,Pine Chapel,1071
1590,Gordon,Oostanaula,667
1591,Gordon,Oakman,1439
1592,Gordon,Gordon County,6423
1593,Gordon,Calhoun City,9532
1594,Gordon,Lily Pond,1914
1595,Gordon,Fairmount,1991
1596,Gordon,Red Bud,2965
1597,Gordon,Resaca,1532
1598,Grady,Blowing Cave,916
1599,Grady,Cairo 4th District,2532
1600,Grady,Cairo 5th District,2606
1601,Grady,Duncanville,470
1602,Grady,Higdon,854
1603,Grady,Limesink,320
1604,Grady,Midway,1412
1605,Grady,Pine Park,1003
1606,Grady,Ragan,475
1607,Grady,Spence,758
1608,Grady,Spring Hill,561
1609,Grady,Whigham,1226
1610,Grady,Woodland,2309
1611,Greene,Greensboro,3999
